drink_name,recipe,recipe_url,url_of_image
Abbey's White Chocolate Latte,"['1\u2009½ cups milk ', '1 tablespoon heavy cream ', '⅛ teaspoon vanilla extract ', '1 tablespoon white sugar ', '½ cup brewed espresso ', '¼ cup white chocolate chips, chopped ']",https://www.allrecipes.com/recipe/137332/abbeys-white-chocolate-latte/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2107268.jpg
Biscoff&reg; Latte,"['½ cup milk ', '1 tablespoon brown sugar ', '1 tablespoon cookie butter (such as Biscoff®) ', '⅛ teaspoon ground cinnamon ', '1 cup coffee ']",https://www.allrecipes.com/recipe/268430/biscoff-latte/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8304207.jpg
Thai Coffee,"['2 tablespoons ground coffee beans ', '¼ teaspoon ground cardamom ', '  water ', '2 tablespoons sweetened condensed milk ']",https://www.allrecipes.com/recipe/42796/thai-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3932529.jpg
Spanish Coffee,"['1\u2009½ teaspoons superfine sugar ', '1 fluid ounce 151-proof rum ', '¾ fluid ounce triple sec (such as Bols®) ', '2\u2009½ fluid ounces coffee-flavored liqueur (such as Kahlua®) ', '½ cup freshly brewed coffee ']",https://www.allrecipes.com/recipe/270061/spanish-coffee/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9168359.jpg
3-Minute Mochaccino,"['¾ cup milk ', '6  ice cubes ', '1 tablespoon white sugar ', '1 teaspoon instant coffee granules ', '1 teaspoon cocoa powder, or more to taste ', '½ teaspoon vanilla extract, or more to taste ', '1 tablespoon chocolate syrup ', '1 tablespoon whipped cream ']",https://www.allrecipes.com/recipe/222036/3-minute-mochaccino/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F854181.jpg
Campfire S'Mores Frappuccino&reg;,"['¾ cup ice ', '½ cup milk ', ""3 tablespoons marshmallow topping (such as Smucker's®) "", '1 shot cold espresso ', '½ tablespoon Dutch-process cocoa powder ', '½ tablespoon white sugar ', '¼ cup whipped cream ', '½ tablespoon graham cracker crumbs ']",https://www.allrecipes.com/recipe/237880/campfire-smores-frappuccino/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3274414.jpg
Amazingly Good Eggnog,"['4 cups milk ', '5  whole cloves ', '½ teaspoon vanilla extract ', '1 teaspoon ground cinnamon ', '12  egg yolks ', '1\u2009½ cups sugar ', '2\u2009½ cups light rum ', '4 cups light cream ', '2 teaspoons vanilla extract ', '½ teaspoon ground nutmeg ']",https://www.allrecipes.com/recipe/57028/amazingly-good-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2020%2F10%2F14%2F57028-Amazingly-Good-Eggnog-1.jpg
Peppermint Eggnog Punch,"['1 quart peppermint ice cream ', '1 quart eggnog ', '4 (12 fluid ounce) cans or bottles ginger ale, chilled ', '1 cup rum ', '24  small peppermint candy canes for garnish  ']",https://www.allrecipes.com/recipe/56924/peppermint-eggnog-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2847757.jpg
Eggnog from Scratch,"['12 jumbo egg yolks ', '1 pound granulated sugar ', '1 quart whole milk ', '1 quart heavy cream, lightly whipped ', '1 liter spiced rum ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/69705/eggnog-from-scratch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F52742.jpg
Eggnog Latte,"['⅓ cup 2% milk  ', '⅔ cup eggnog ', '1 (1.5 fluid ounce) jigger brewed espresso ', '1 pinch ground nutmeg ']",https://www.allrecipes.com/recipe/146962/eggnog-latte/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F733733.jpg
Frothy Eggnog,"['8  eggs ', '¾ cup white sugar ', '½ teaspoon salt ', '1 tablespoon rum flavored extract ', '1 teaspoon vanilla extract ', '2 quarts milk ', '1\u2009½ cups heavy cream ', '1 teaspoon ground nutmeg ']",https://www.allrecipes.com/recipe/23531/frothy-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F529558.jpg
Eggnog Extreme,"['12  egg yolks ', '2 cups white sugar ', '1 (750 milliliter) bottle white rum ', '1 quart half-and-half cream ', '1 quart heavy cream ', '12  egg whites ', '1 cup white sugar ', '¼ teaspoon ground nutmeg ']",https://www.allrecipes.com/recipe/22727/eggnog-extreme/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F166009.jpg
Luscious Eggnog,"['3  eggs, lightly beaten ', '⅓ cup white sugar ', '  salt to taste ', '2\u2009½ cups milk ', '1 teaspoon vanilla extract ', '1 cup heavy cream ', ""2 tablespoons confectioners' sugar "", '½ teaspoon vanilla extract ', '½ cup rum  (Optional)', '2 drops yellow food coloring  (Optional)', '1 pinch ground nutmeg ']",https://www.allrecipes.com/recipe/17989/luscious-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F944855.jpg
Eggless Eggnog,"['1 (3.5 ounce) package instant French vanilla pudding ', '1\u2009½ quarts milk ', '2\u2009½ teaspoons rum flavored extract ', '½ teaspoon nutmeg ']",https://www.allrecipes.com/recipe/25854/eggless-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F542675.jpg
Eggnog I,"['6  eggs ', '1 (14 ounce) can sweetened condensed milk ', '1 teaspoon vanilla extract ', '1 quart milk ', '⅓ pint heavy whipping cream ', '1 pinch ground nutmeg ', '1 pinch salt ']",https://www.allrecipes.com/recipe/9351/eggnog-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F46381.jpg
Early American Eggnog,"['1 cup brandy ', '½ cup sherry wine ', '½ cup Jamaican rum ', '½ cup whiskey ', '12  eggs, separated ', '¾ cup white sugar ', '1 quart whole milk ', '1 quart heavy cream ', '1 quart vanilla ice cream, for serving ', '1 tablespoon freshly grated ground nutmeg, for garnish ']",https://www.allrecipes.com/recipe/131249/early-american-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F839245.jpg
Sugar Free Eggnog,"['1 (1 ounce) package sugar-free instant vanilla pudding mix ', '5 cups nonfat milk ', '1 packet aspartame sweetener ', '¼ teaspoon ground cinnamon ', '1 pinch ground nutmeg ', '1 teaspoon rum flavored extract ']",https://www.allrecipes.com/recipe/15912/sugar-free-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F618413.jpg
Coquito II,"['6  egg yolks ', '½ teaspoon ground cinnamon ', '4 tablespoons vanilla extract ', '1 (14 ounce) can sweetened condensed milk ', '5 (12 fluid ounce) cans evaporated milk ', '1 (10 ounce) can unsweetened coconut milk ', '1 (14 ounce) can sweetened cream of coconut (such as Coco Lopez®) ', '4\u2009¼ cups light rum ']",https://www.allrecipes.com/recipe/67300/coquito-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4809160.jpg
Coquito,"['2  egg yolks, beaten ', '1 (12 fluid ounce) can evaporated milk ', '1 (14 ounce) can cream of coconut ', '1 (14 ounce) can sweetened condensed milk ', '½ cup white rum ', '½ cup water ', '¼ teaspoon ground cloves ', '½ teaspoon ground cinnamon ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/44187/coquito/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6494171.jpg
Trinidad's Ponche-de-Creme (Punch with Cream),"['6  eggs, beaten ', '2 teaspoons grated lime zest ', '3 (14 ounce) cans sweetened condensed milk ', '¾ cup canned evaporated milk ', '1\u2009½ cups rum ', '1 tablespoon aromatic bitters ', '1 pinch freshly grated nutmeg ']",https://www.allrecipes.com/recipe/56190/trinidads-ponche-de-creme-punch-with-cream/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7541141.jpg
Easiest Eggnog,"['2  eggs, beaten ', '3 tablespoons sugar ', '2\u2009⅓ cups low-fat milk ', '1 teaspoon vanilla extract ', '1 dash ground nutmeg ']",https://www.allrecipes.com/recipe/18387/easiest-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4362324.jpg
"""Egg Not"" (Eggless Eggnog)","['5 cups milk, divided ', '½ cup white sugar ', '1 (3.4 ounce) package instant vanilla pudding mix ', '1\u2009½ teaspoons rum-flavored extract ', '¼ teaspoon ground nutmeg ', '¼ teaspoon ground allspice ', '¼ teaspoon ground ginger ']",https://www.allrecipes.com/recipe/240728/egg-not-eggless-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9199420.jpg
Tom and Jerry Mix,"['½ pound butter ', ""1\u2009½ pounds confectioners' sugar "", '6  eggs, separated ', '½ teaspoon salt ', '¼ teaspoon ground mace ', '¼ teaspoon ground allspice ', '¼ teaspoon ground cloves ', '¼ teaspoon ground nutmeg ', '¼ teaspoon ground cardamom ']",https://www.allrecipes.com/recipe/78751/tom-and-jerry-mix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F542896.jpg
Christmas Creamy Eggnog,"['4  egg yolks ', '1 (5 ounce) can sweetened condensed milk ', '1 tablespoon white sugar ', '1 teaspoon vanilla extract ', '4\u2009½ cups milk ', '4  egg whites ', '1 fluid ounce rum ', '¼ teaspoon ground nutmeg ']",https://www.allrecipes.com/recipe/18482/christmas-creamy-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5911494.jpg
Eggnog Coffee Punch,"['1\u2009½ cups coffee ice cream ', '1\u2009½ cups eggnog ', '1 cup hot strongly brewed coffee ', '4 tablespoons frozen whipped topping, thawed ', '4 pinches ground nutmeg ']",https://www.allrecipes.com/recipe/57168/eggnog-coffee-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F736880.jpg
Chef John's Homemade Eggnog,"['4  egg yolks ', '⅓ cup white sugar ', '2 cups whole milk ', '1 cup heavy cream ', '¾ teaspoon freshly grated nutmeg ', '2 fluid ounces bourbon whiskey, or more to taste ', '4  egg whites ', '1 tablespoon white sugar ', '1 pinch freshly grated nutmeg ']",https://www.allrecipes.com/recipe/246195/chef-johns-homemade-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F43%2F2021%2F01%2F05%2F3253511_original.jpg
Coconut Coquito,"['4 cups coconut milk ', '6 tablespoons white sugar ', '8  egg yolks ', '2 teaspoons vanilla extract ', '8 tablespoons dark rum ', '½ teaspoon ground nutmeg ']",https://www.allrecipes.com/recipe/9255/coconut-coquito/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F658117.jpg
Coquito de Puerto Rico,"['1 (15 ounce) can cream of coconut ', '1 (14 ounce) can sweetened condensed milk ', '1 (12 ounce) can evaporated milk ', '1 cup coconut-flavored rum (such as Bacardi®) ', '¼ cup water ', '1 scoop vanilla bean ice cream  (Optional)', '1 teaspoon vanilla extract ', '2  cinnamon sticks ', '2  whole cloves ', '1 pinch ground cinnamon  (Optional)', '1 pinch ground nutmeg  (Optional)']",https://www.allrecipes.com/recipe/245399/coquito-de-puerto-rico/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4790519.jpg
Vitamix&reg; Eggnog,"['4  eggs ', '½ cup white sugar ', '½ cup rum, or to taste ', '4 cups milk ', '1 tablespoon ground nutmeg ']",https://www.allrecipes.com/recipe/245288/vitamix-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2749289.jpg
Eggnog Russian,"['½ (1.5 fluid ounce) jigger spiced rum ', '1 (1.5 fluid ounce) jigger coffee flavored liqueur ', '¾ cup eggnog ', '1 pinch ground nutmeg ']",https://www.allrecipes.com/recipe/96753/eggnog-russian/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1075635.jpg
Pumpkin  Nog,"['1 (29 ounce) can pumpkin puree ', '1 pint vanilla ice cream, softened ', '4 cups milk ', '1 teaspoon ground cinnamon ', '½ teaspoon ground nutmeg ', '¼ teaspoon ground mace ', '1 cup whipped cream ', '1 pinch ground nutmeg ']",https://www.allrecipes.com/recipe/9416/pumpkin-nog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F928300.jpg
Creme de Vie,"['1 cup water ', '1 cup sugar ', '6  egg yolks ', '1 (14 ounce) can sweetened condensed milk ', '1 cup rum ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/24482/creme-de-vie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6808405.jpg
Eggnog,"['1 quart milk ', '1 pint heavy cream ', '12  egg yolks ', '1 teaspoon vanilla extract ', '1 pint whiskey ', '12  egg whites ', '1 cup white sugar ', '1 pinch ground nutmeg ']",https://www.allrecipes.com/recipe/48275/eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7835493.jpg
Classic Holiday Eggnog,"['1 quart milk ', '1 (14 ounce) can sweetened condensed milk ', '2  eggs, beaten well ', '1 teaspoon vanilla extract ', '1 pinch salt ']",https://www.allrecipes.com/recipe/219190/classic-holiday-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F994943.jpg
Eggnog Hot Chocolate,"['2\u2009½ cups milk ', '12 ounces bittersweet chocolate chips ', '4 cups eggnog ', '1 teaspoon vanilla extract ', '¼ cup coffee flavored liqueur  (Optional)', '½ cup whipped cream ', '8  cinnamon sticks, garnish  (Optional)']",https://www.allrecipes.com/recipe/100866/eggnog-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F943113.jpg
Eggless Nog,"['4 cups liquid non-dairy creamer ', '2 (5.1 ounce) packages instant vanilla pudding mix ', '1 teaspoon vanilla extract ', '1 teaspoon ground nutmeg ', '½ cup brandy  (Optional)']",https://www.allrecipes.com/recipe/95386/eggless-nog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F935109.jpg
Vegan Eggnog,"['1 cup pecans ', '1 cup coconut milk ', '1 cup almond milk ', '1 tablespoon maple syrup ', '1 teaspoon ground cinnamon ', '1 pinch ground nutmeg, or more to taste ', '1 pinch pumpkin pie spice, or more to taste ']",https://www.allrecipes.com/recipe/245652/vegan-eggnog/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6863161.jpg
Eggnog Royale,"['2 quarts eggnog, chilled ', '3 cups cold coffee ', '2 cups bourbon whiskey  (Optional)', '2 cups chilled heavy cream ', '2 pints coffee ice cream ', '¼ teaspoon ground nutmeg, for garnish ']",https://www.allrecipes.com/recipe/156802/eggnog-royale/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4572741.jpg
Eggnog (Spiked with Rum),"['12  eggs, separated ', '3 cups white sugar, divided ', '16 fluid ounces dark rum (such as Captain Morgan® Spiced Rum) ', '1 teaspoon ground nutmeg ', '2 cups heavy whipping cream ', '1 quart half-and-half ']",https://www.allrecipes.com/recipe/260825/eggnog-spiked-with-rum/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4588090.jpg
Eggnog Blend,"['4 cups half-and-half ', '1 cup white sugar ', '11  egg yolks, beaten ', '1 teaspoon vanilla extract ', '2 cups heavy cream ', '⅔ cup dark rum ', '½ cup Scotch whiskey ', '1 pint vanilla ice cream ']",https://www.allrecipes.com/recipe/25849/eggnog-blend/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1071937.jpg
Tropical Coquito,"['2 (12 fluid ounce) cans evaporated milk ', '2 cups white rum ', '1 (14 ounce) can sweetened condensed milk ', '1 (14 ounce) can coconut milk ', '½ cup water ', '1 tablespoon ground nutmeg ', '1 tablespoon ground cinnamon, plus more for dusting ', '1 teaspoon vanilla extract ', '1 (14 ounce) can unsweetened coconut cream ']",https://www.allrecipes.com/recipe/238400/tropical-coquito/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4802356.jpg
Basic Coquito,"['½ teaspoon ground cinnamon ', '1 (14 ounce) can sweetened condensed milk ', '1 (14 ounce) can cream of coconut, shaken very well before opening ', '1 (14 ounce) can coconut milk, shaken very well before opening ', '1 (12 fluid ounce) can evaporated milk ', '1\u2009½ cups rum (such as Bacardi®), or to taste ']",https://www.allrecipes.com/recipe/269413/basic-coquito/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F540883.jpg
Dark Chocolate Hot Cocoa,"['1 cup whole milk ', '1\u2009½ teaspoons brown sugar, or to taste ', '2 ounces dark chocolate (such as Moser Roth® 85% Dark Chocolate), or to taste ', '1 tablespoon heavy whipping cream, or more to taste ', '1 pinch ground cinnamon, or more to taste ']",https://www.allrecipes.com/recipe/241352/dark-chocolate-hot-cocoa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2087944.jpg
Easy Mexican Hot Chocolate,"['3 tablespoons instant hot chocolate mix ', '1 tablespoon chocolate syrup ', '½ teaspoon ground cinnamon ', '1 pinch chili powder ', '¼ cup milk ', '¾ cup boiling water ']",https://www.allrecipes.com/recipe/58329/easy-mexican-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5368138.jpg
Maple Syrup Hot Chocolate,"['1 cup fat-free milk ', '2 teaspoons maple syrup ', '1\u2009½ teaspoons cocoa powder  ']",https://www.allrecipes.com/recipe/260823/maple-syrup-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4576335.jpg
Dairy-Free Hot Chocolate,"['2 cups rice milk ', '½ cup vegan chocolate chips ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/260792/dairy-free-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4572244.jpg
"Hot Chocolate, Slim","['1\u2009¾ cups coconut water ', '3 ounces dark chocolate bar with almonds, broken into pieces ', '1 tablespoon unsweetened cocoa powder ', '32  miniature marshmallows ']",https://www.allrecipes.com/recipe/237692/hot-chocolate-slim/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2822938.jpg
Mexican-Style Hot Chocolate,"['1\u2009½ cups cold water ', '½ cup white sugar ', '¼ cup unsweetened cocoa powder ', '2 tablespoons all-purpose flour ', '1 teaspoon ground cinnamon ', '¼ teaspoon ground cloves ', '¼ teaspoon salt ', '6 cups whole milk ', '1 tablespoon vanilla extract ']",https://www.allrecipes.com/recipe/232450/mexican-style-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3954853.jpg
Creamy Hot Cocoa,"['⅓ cup unsweetened cocoa powder ', '¾ cup white sugar ', '1 pinch salt ', '⅓ cup boiling water ', '3\u2009½ cups milk ', '¾ teaspoon vanilla extract ', '½ cup half-and-half cream ']",https://www.allrecipes.com/recipe/20211/creamy-hot-cocoa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3063203.jpg
Chocolate Bar Hot Chocolate,"['1 (1.55 ounce) bar milk chocolate candy bar, chopped ', '⅔ cup milk, or more to taste ', '1 pinch ground cinnamon  (Optional)']",https://www.allrecipes.com/recipe/229421/chocolate-bar-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4571337.jpg
Xocolatl (Aztec Chocolate),"['1\u2009½ cups water ', '1  green chile pepper, sliced ', '4 cups water ', '¼ cup unsweetened cocoa powder ', '2 teaspoons vanilla extract ']",https://www.allrecipes.com/recipe/216166/xocolatl-aztec-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7514386.jpg
Champurrado,"['1\u2009½ cups water ', '1  cinnamon stick ', '1  whole clove ', '1 pod star anise  (Optional)', '4\u2009¼ cups milk ', '2  tablets Mexican chocolate (such as Chocolate Ibarra®) ', '¾ cup pinole (coarse ground maize flour) ', '1 pinch crushed piloncillo (Mexican brown sugar cone), or more to taste ']",https://www.allrecipes.com/recipe/230155/champurrado/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3306293.jpg
Mayan Hot Chocolate,"['1 cup milk ', '3 tablespoons instant hot chocolate mix ', '1 teaspoon ground cinnamon ', '1 pinch cayenne pepper ']",https://www.allrecipes.com/recipe/216165/mayan-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5413970.jpg
Hot Cocoa Mix,"['10 cups dry milk powder ', ""4\u2009¾ cups sifted confectioners' sugar "", '1\u2009¾ cups unsweetened cocoa powder ', '1\u2009¾ cups powdered non-dairy creamer ']",https://www.allrecipes.com/recipe/9335/hot-cocoa-mix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1801522.jpg
Cioccolata Calda (Hot Chocolate Italian-Style),"['3 tablespoons cocoa powder ', '1\u2009½ tablespoons white sugar ', '1\u2009½ cups milk ', '2 tablespoons milk ', '1 tablespoon cornstarch ']",https://www.allrecipes.com/recipe/216167/cioccolata-calda-hot-chocolate-italian-style/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4207997.jpg
Creamy Hot Chocolate,"['1 (14 ounce) can EAGLE BRAND® Sweetened Condensed Milk ', '½ cup unsweetened cocoa ', '1\u2009½ teaspoons vanilla extract ', '⅛ teaspoon salt ', '6\u2009½ cups hot water ', '3 10 miniatures Mini marshmallows ']",https://www.allrecipes.com/recipe/63969/creamy-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1029739.jpg
Hot Cocoa Mix in a Jar,"['6\u2009½ cups powdered milk ', '1 (5 ounce) package non-instant chocolate pudding mix ', '1 cup powdered chocolate drink mix ', '½ cup powdered non-dairy creamer ', ""½ cup confectioners' sugar "", '½ cup unsweetened cocoa powder ']",https://www.allrecipes.com/recipe/32292/hot-cocoa-mix-in-a-jar/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1869704.jpg
Snow Flake Cocoa,"['2 cups whipping cream ', '6 cups milk ', '1 teaspoon vanilla ', '1 (12 ounce) package white chocolate chips ', '  Whipped cream ', '  Candy canes ']",https://www.allrecipes.com/recipe/153671/snow-flake-cocoa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1871988.jpg
Delicious Vegan Hot Chocolate,"['2\u2009½ cups soy milk ', '3 tablespoons white sugar ', '3 tablespoons cocoa powder ', '½ teaspoon salt ', '½ teaspoon vanilla extract ', '1 pinch ground cinnamon ', '1 pinch cayenne pepper ']",https://www.allrecipes.com/recipe/165500/delicious-vegan-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2101027.jpg
Polar Express Hot Chocolate,"['6 cups milk ', '1 (14 ounce) can sweetened condensed milk ', '1\u2009½ cups heavy whipping cream ', '1\u2009½ cups bittersweet chocolate chips ', '1 teaspoon vanilla extract ', '⅛ teaspoon salt ']",https://www.allrecipes.com/recipe/240422/polar-express-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1796916.jpg
Whipped Hot Chocolate,"['1 cup milk ', '⅓ cup white sugar ', '2 tablespoons sweetened cocoa powder ', '1 teaspoon vanilla extract ', '1 pinch salt ', '2 (1 ounce) squares semisweet baking chocolate, broken into pieces ', '1 cup heavy cream ']",https://www.allrecipes.com/recipe/213260/whipped-hot-chocolate/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F517254.jpg
Homemade White Hot Chocolate Mix,"['2 cups skim milk powder ', '2 cups powdered non-dairy creamer ', '1 cup white sugar ', '½ teaspoon imitation butter flavoring ', '1 ounce white chocolate ']",https://www.allrecipes.com/recipe/276075/homemade-white-hot-chocolate-mix/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7158669.jpg
Candy Cane Cocoa,"['4 cups milk ', '3 (1 ounce) squares semisweet chocolate, chopped ', '4  peppermint candy canes, crushed ', '1 cup whipped cream ', '4  small peppermint candy canes ']",https://www.allrecipes.com/recipe/9258/candy-cane-cocoa/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4766950.jpg
