drink_name,recipe,recipe_url,url_of_image
Simple Avocado Milkshake,"['1 cup milk ', '1  ripe avocado, peeled and pitted ', '1  banana, cut into chunks  (Optional)', '3 tablespoons honey ']",https://www.allrecipes.com/recipe/237804/simple-avocado-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1160018.jpg
Iced Mochas,"['1\u2009½ cups cold coffee ', '2 cups milk ', '¼ cup chocolate syrup ', '¼ cup white sugar ']",https://www.allrecipes.com/recipe/32521/iced-mochas/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F687234.jpg
Baby Blue Punch,"['1 (0.13 ounce) package blue, berry flavored unsweetened drink mix  ', '1 (2 liter) bottle lemon-lime flavored carbonated beverage ', '1 (64 fluid ounce) bottle white cranberry juice ', '8 scoops vanilla ice cream ', '1 cup white sugar, or to taste ']",https://www.allrecipes.com/recipe/70551/baby-blue-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1513191.jpg
Chocolate Banana Milkshake,"['1  banana, frozen and chunked ', '6 tablespoons powdered chocolate-flavored malt drink mix (such as Ovaltine®) ', '1 cup milk ', '2 cups vanilla ice cream ']",https://www.allrecipes.com/recipe/218806/chocolate-banana-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F697527.jpg
Strawberry Shortcake Drink,"['¼ cup frozen strawberries, thawed ', '1\u2009¼ fluid ounces amaretto liqueur ', '2 (1/2 cup) scoops vanilla ice cream ', '1 dash vanilla extract ', '½ cup crushed ice ', '¼ fluid ounce vanilla-flavored vodka  (Optional)', '1 tablespoon whipped cream ', '1  fresh strawberry ']",https://www.allrecipes.com/recipe/220193/strawberry-shortcake-drink/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F791867.jpg
Orange Creamsicle&reg; Protein Shake,"['1  orange, zested and peeled ', '1 cup soy milk ', '1 (5.3 ounce) container plain Greek yogurt ', '1 scoop vanilla protein powder ', '5  ice cubes ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/278529/orange-creamsicle-protein-shake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7673997.jpg
Boston Cooler,"['1 (12 fluid ounce) can or bottle ginger ale ', '3 scoops vanilla ice cream ']",https://www.allrecipes.com/recipe/183572/boston-cooler/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F842525.jpg
Grandma's Strawberry Milkshake,"['4 ounces strawberries, hulled ', '1 cup milk ', '1 tablespoon honey ', '6 cubes  ice ']",https://www.allrecipes.com/recipe/20844/grandmas-strawberry-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7934943.jpg
Bananerberry Smoothie,"['1 cup fresh strawberries ', '1  banana, sliced ', '1 cup fresh peaches ', '1 cup apples ', '1\u2009½ cups vanilla ice cream ', '1\u2009½ cups ice cubes ', '½ cup milk ']",https://www.allrecipes.com/recipe/20126/bananerberry-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F433563.jpg
Banana Milkshake,"['1  frozen banana, partially thawed and mashed ', '½ cup milk, or more to taste ']",https://www.allrecipes.com/recipe/239245/banana-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1434630.jpg
Yummy Mango-Banana Milkshake,"['½ small mango - peeled, seeded and diced ', '1  banana, cut in chunks ', '1 scoop vanilla ice cream  (Optional)', '1 tablespoon white sugar, or to taste ', '⅛ teaspoon ground cinnamon, or to taste ', '1 pinch ground nutmeg, or to taste ', '2 cups milk ']",https://www.allrecipes.com/recipe/158712/yummy-mango-banana-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F941153.jpg
Blueberry Banana Milkshake,"['2 cups vanilla ice cream ', '1 cup milk ', '1\u2009½ cups blueberries ', '1  banana ', '¼ cup white sugar ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/233749/blueberry-banana-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3816793.jpg
Strawberry Milkshake Supreme,"['¼ cup milk ', '7  strawberries, hulled and sliced ', '¼ cup vanilla ice cream ', '¼ cup white sugar ']",https://www.allrecipes.com/recipe/161376/strawberry-milkshake-supreme/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8259140.jpg
Delicious Chocolate Shake,"['2 scoops chocolate ice cream ', '2 tablespoons powdered chocolate drink mix ', '1 cup milk ']",https://www.allrecipes.com/recipe/21603/delicious-chocolate-shake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8178403.jpg
Peanut Butter and Jelly Milkshake,"['3 tablespoons peanut butter ', '3 tablespoons grape jelly ', '1 cup milk ', '5 cubes  ice ', '½ teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/237119/peanut-butter-and-jelly-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1146120.jpg
Banana Ice Cream Shake,"['1  banana, peeled and chopped ', '2 scoops vanilla ice cream ', '1 cup milk ', '2  egg white ', '1 teaspoon vanilla extract ']",https://www.allrecipes.com/recipe/32634/banana-ice-cream-shake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3610087.jpg
Apple Milkshake,"['1  apple - peeled, cored, and chopped ', '1\u2009½ cups milk ', '3 scoops vanilla ice cream ', '2 tablespoons white sugar ']",https://www.allrecipes.com/recipe/74755/apple-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F401955.jpg
Creamy Banana Milkshake,"['1 cup milk ', '1 scoop vanilla ice cream ', '1  ripe banana ', '1 pinch ground cinnamon, or to taste ', '2 tablespoons whipped cream, or more to taste ', '1 tablespoon caramel topping  (Optional)']",https://www.allrecipes.com/recipe/255999/creamy-banana-milkshake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4457033.jpg
Berrylicious Frozen Sangria Slush,"['1 cup red wine ', '1 cup ice cubes, crushed ', '⅓ cup frozen blueberries ', '⅓ cup fresh raspberries ', '⅓ cup frozen strawberries ', '¼ cup orange-flavored liqueur ', '½  orange, juiced ', '1 tablespoon white sugar, or more to taste ']",https://www.allrecipes.com/recipe/244187/berrylicious-frozen-sangria-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5466513.jpg
Watermelon Cooler Slushy,"['4 cups cubed seedless watermelon ', '10  ice cubes ', '⅓ cup fresh lime juice ', '¼ cup white sugar ', '⅛ teaspoon salt ']",https://www.allrecipes.com/recipe/141371/watermelon-cooler-slushy/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F247594.jpg
Coffee Slush,"['3 pints half-and-half cream ', '3 cups cold brewed coffee ', '2 cups white sugar ', '2 tablespoons vanilla extract ']",https://www.allrecipes.com/recipe/230350/coffee-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6824233.jpg
Easy Orange Cream Slush,"['½ cup orange juice ', '¼ cup milk ', '2 tablespoons white sugar ', '8  ice cubes ']",https://www.allrecipes.com/recipe/162828/easy-orange-cream-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F961363.jpg
Wine Slushies (With Ice Cream Maker),"['1 (750 milliliter) bottle sweet wine (such as Riesling) ', '½ cup water ', '½ cup white sugar ', '½  lime, juiced ']",https://www.allrecipes.com/recipe/238809/wine-slushies-with-ice-cream-maker/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2384809.jpg
Lemon Berry Slushy,"['⅓ cup lemon juice ', '1 cup water ', '1 cup frozen strawberries, thawed, with juice ', '¼ cup sugar ', '1 tray ice cubes ']",https://www.allrecipes.com/recipe/70261/lemon-berry-slushy/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F834590.jpg
Banana Slush Punch,"['4  ripe bananas ', '2 cups white sugar ', '3 cups water ', '1 (46 fluid ounce) can pineapple juice ', '2 (12 fluid ounce) cans frozen orange juice concentrate ', '1 (12 fluid ounce) can frozen lemonade concentrate ', '3 cups water ', '3 liters ginger ale ']",https://www.allrecipes.com/recipe/32389/banana-slush-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F595928.jpg
Frozen Derby Mint Juleps,"['6 fluid ounces bourbon ', '2\u2009½ fluid ounces lemon juice ', '2 fluid ounces simple syrup ', '20  mint leaves ', '4 cups ice ']",https://www.allrecipes.com/recipe/247319/frozen-derby-mint-juleps/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3606457.jpg
Starbucks&reg; Caramel Frappuccino Copycat Recipe,"['2 cups ice ', '1 cup strong brewed coffee, cooled ', '1 cup low-fat milk ', '⅓ cup caramel sauce ', '3 tablespoons white sugar ']",https://www.allrecipes.com/recipe/235850/starbucks-caramel-frappuccino-copycat-recipe/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1078956.jpg
Bourbon Slush,"['1 (6 ounce) can frozen orange juice concentrate ', '1 (12 ounce) can frozen lemonade concentrate ', '1 (46 fluid ounce) can pineapple juice ', '1\u2009½ cups white sugar ', '2 cups strong brewed black tea ', '2 cups bourbon whiskey ', '1 (2 liter) bottle lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/27120/bourbon-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2262157.jpg
Watermelon Vodka Slush,"['4 cups watermelon flesh, seeds removed ', '2 fluid ounces simple syrup ', '2 tablespoons lemon juice ', '1 cup vodka ', '2 fluid ounces melon liqueur ', '4 twists lemon zest, garnish ']",https://www.allrecipes.com/recipe/20220/watermelon-vodka-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F851146.jpg
Whiskey Slush,"['1 (12 fluid ounce) can frozen lemonade concentrate ', '1 (6 ounce) can frozen orange juice concentrate ', '2 cups strong brewed black tea ', '1 cup white sugar ', '2 cups whiskey ', '7 cups water ', '1 liter ginger ale soda ', '2  lemons - cut into wedges, for garnish ']",https://www.allrecipes.com/recipe/20219/whiskey-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F393412.jpg
Brandy Slush I,"['5 cups boiling water ', '4 (2 g) bags green tea ', '1 cup white sugar ', '1 (16 ounce) can frozen lemonade concentrate ', '1 (16 ounce) can frozen orange juice concentrate ', '2 cups brandy ', '1 (2 liter) bottle lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/32413/brandy-slush-i/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F348638.jpg
Strawberry Lemonade Slushie,"['½ cup water ', '⅓ cup dry lemonade-flavored drink mix ', '3 cups ice cubes ', '1 cup strawberries ']",https://www.allrecipes.com/recipe/229757/strawberry-lemonade-slushie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F964019.jpg
Starbucks&reg; Cotton Candy Frappuccino&reg;,"['1\u2009½ cups ice ', '½ cup milk ', '¼ cup vanilla bean powder ', '¾ tablespoon raspberry syrup ']",https://www.allrecipes.com/recipe/238704/starbucks-cotton-candy-frappuccino/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5536396.jpg
Vodka Slush,"['2 cups white sugar ', '7 cups water ', '2 tablespoons instant tea powder ', '1 (12 fluid ounce) can frozen orange juice concentrate ', '1 (12 fluid ounce) can frozen lemonade concentrate ', '2 cups cold water ', '2 cups vodka ', '1 liter lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/20222/vodka-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1125664.jpg
Wine Slushie,"['1 cup ice, or as needed ', '½ (750 milliliter) bottle red wine (such as Red Cat®) ', '1 (12 fluid ounce) can frozen concentrated fruit punch ', ""¼ cup confectioners' sugar ""]",https://www.allrecipes.com/recipe/254199/wine-slushie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4458829.jpg
Frozen Summer Slush,"['2 cups white sugar ', '7 cups water ', '4  tea bags ', '2 cups boiling water ', '1 (12 fluid ounce) can frozen lemonade concentrate ', '1 (12 fluid ounce) can frozen orange juice concentrate ', '2 cups gin ']",https://www.allrecipes.com/recipe/32418/frozen-summer-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F40272.jpg
Fuzzy Navel Slush,"['9 cups water ', '1\u2009½ cups white sugar  (Optional)', '1 (12 fluid ounce) can frozen orange juice concentrate ', '1 (12 fluid ounce) can frozen lemonade concentrate ', '1 pint peach schnapps ', '1 (2 liter) bottle lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/32556/fuzzy-navel-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F840193.jpg
Refreshing Watermelon Lemonade Slush,"['1 cup cubed seeded watermelon ', '1\u2009¼ cups water ', '3 tablespoons sweetened strawberry lemonade drink mix ']",https://www.allrecipes.com/recipe/218887/refreshing-watermelon-lemonade-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1027018.jpg
Gin Slush,"['9 cups water ', '2 cups white sugar ', '1 (12 fluid ounce) can frozen orange juice concentrate ', '1 (12 fluid ounce) can frozen lemonade concentrate ', '2 cups gin ']",https://www.allrecipes.com/recipe/23525/gin-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F847310.jpg
Hawaiian Punch Slush for Adults,"['2 (14 ounce) cans cream of coconut ', '3 (6 ounce) cans frozen lemonade concentrate ', '1 (46 fluid ounce) can unsweetened pineapple juice ', '1 (750 milliliter) bottle vodka ', '2 liters lemon-lime flavored carbonated beverage ']",https://www.allrecipes.com/recipe/20421/hawaiian-punch-slush-for-adults/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F665063.jpg
Lemon Whiskey Slush,"['½ cup Irish whiskey ', '3 tablespoons white sugar ', '½ cup fresh lemon juice ', '4 cups ice cubes ']",https://www.allrecipes.com/recipe/125399/lemon-whiskey-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F695258.jpg
Red Slush Punch,"['3 (3 ounce) packages strawberry flavored Jell-O® mix ', '9 cups boiling water ', '4 cups sugar ', '9 cups water ', '2 (46 fluid ounce) cans pineapple juice ', '2 cups lemon juice ', '4 (2 liter) bottles ginger ale ']",https://www.allrecipes.com/recipe/73125/red-slush-punch/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F963834.jpg
Bellini Slushie,"['6 cups frozen peach chunks ', '1 cup peach schnapps ', '1 (750 milliliter) bottle Champagne, chilled ']",https://www.allrecipes.com/recipe/254257/bellini-slushie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3669467.jpg
Brenda's Strawberry Slush Delight,"['3 cups sugar ', '6 cups water ', '1 (46 fluid ounce) can pineapple juice ', '1 (12 fluid ounce) can frozen lemonade concentrate ', '2 (12 fluid ounce) cans frozen orange juice concentrate ', '1 quart strawberries (fresh or frozen) pureed in a blender ', '2 cups rum, or to taste ', '2 (2 liter) bottles chilled lemon-lime soda ']",https://www.allrecipes.com/recipe/141255/brendas-strawberry-slush-delight/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1000110.jpg
Cranberry Slush,"['1 cup frozen cranberry juice concentrate ', '1 (6 ounce) can frozen lemonade concentrate ', '1 (12 ounce) can chilled lemon-lime soda ', '6 fluid ounces bourbon ']",https://www.allrecipes.com/recipe/56320/cranberry-slush/,/img/icons/generic-recipe.svg
Summer Sangria Slush,"['1 (750 milliliter) bottle red wine ', '1 (12 ounce) can frozen lemonade concentrate ', '1\u2009½ cups water ']",https://www.allrecipes.com/recipe/222316/summer-sangria-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4502056.jpg
Grandma's Whiskey Slush,"['6  black tea bags ', '2 cups boiling water ', '1 cup white sugar ', '1 (6 ounce) can frozen orange juice concentrate, thawed ', '5 cups water ', '2 cups whiskey ', '1 (12 fluid ounce) can grapefruit flavored soda ']",https://www.allrecipes.com/recipe/84908/grandmas-whiskey-slush/,/img/icons/generic-recipe.svg
Mango Frappe,"['1  mango - peeled, seeded, and cut into chunks ', '¾ cup orange juice ', '¼ cup lime juice ', '2  ice cubes ', '1\u2009¼ cups club soda ']",https://www.allrecipes.com/recipe/143314/mango-frappe/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F237017.jpg
Orange Pineapple Slushie,"['2 cups orange juice ', '1 (15 ounce) can crushed pineapple ', '2 teaspoons white sugar ', '10 cubes  ice ']",https://www.allrecipes.com/recipe/22211/orange-pineapple-slushie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7142499.jpg
Cranberry Brandy Slush,"['2 cups cherry brandy liqueur ', '1 (16 ounce) can frozen orange juice concentrate ', '1 (16 ounce) can frozen lemonade concentrate ', '2 quarts cranberry juice ', '1 (2 liter) bottle lemon-lime flavored carbonated beverage, chilled ']",https://www.allrecipes.com/recipe/51515/cranberry-brandy-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6787118.jpg
Pink Pina Colada Slush,"['1 (46 fluid ounce) can pineapple juice ', '1 (750 milliliter) bottle light rum ', '1 (15 ounce) can cream of coconut ', '1 (12 fluid ounce) can frozen pink lemonade concentrate ', '1 (2 liter) bottle lemon-lime soda (such as 7-Up®) ']",https://www.allrecipes.com/recipe/254311/pink-pina-colada-slush/,/img/icons/generic-recipe.svg
Coconut Rum Slushie,"['1 (46 fluid ounce) can pineapple juice ', '2 cups coconut-flavored rum ', '2 cups vodka ', '1 (6 ounce) can frozen orange juice concentrate ', '1 (6 ounce) can frozen pink lemonade concentrate ', '1 cup chilled brewed black tea ', '1 tablespoon grenadine syrup ', '¼ cup lemon-lime carbonated beverage, or as needed ']",https://www.allrecipes.com/recipe/238870/coconut-rum-slushie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1365480.jpg
Brandy Slush II,"['8 cups water ', '2 cups white sugar ', '4  tea bags ', '2 (12 fluid ounce) cans frozen orange juice concentrate ', '2 (12 fluid ounce) cans frozen lemonade concentrate ', '13 fluid ounces apricot brandy ']",https://www.allrecipes.com/recipe/32518/brandy-slush-ii/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7002674.jpg
Citrus Slush,"['1  orange, peeled and chopped ', '1  lime, peeled and chopped ', '12 cubes  ice ']",https://www.allrecipes.com/recipe/20632/citrus-slush/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7032948.jpg
Starter Smoothie,"['1 cup fresh blueberries ', '1 cup grape juice ', '1  banana, cut into chunks and frozen ', '½ cup low-fat plain Greek-style yogurt ', '1 cup ice  (Optional)', '1 teaspoon honey, or to taste ']",https://www.allrecipes.com/recipe/270842/starter-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6420436.jpg
Tropical Mango-Pineapple-Berry Smoothie,"['1  mango - peeled, seeded, and diced ', '1 cup frozen strawberries ', '1 cup low-fat vanilla yogurt ', '6 ounces pineapple juice ', '½ cup frozen blueberries ']",https://www.allrecipes.com/recipe/270865/tropical-mango-pineapple-berry-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F351805.jpg
Mango-Banana Smoothie,"['1  banana ', '½ cup frozen mango pieces ', '⅓ cup plain yogurt ', '½ cup orange-mango juice blend ']",https://www.allrecipes.com/recipe/161571/mango-banana-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F922537.jpg
Fruit and Yogurt Smoothie,"['1  banana ', '½ cup yogurt ', '1\u2009½ teaspoons white sugar ', '¼ cup pineapple juice ', '1 cup strawberries ', '1 teaspoon orange juice ', '1 teaspoon milk ']",https://www.allrecipes.com/recipe/215189/fruit-and-yogurt-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F441727.jpg
Razzy Blue Smoothie,"['1  banana ', '16  whole almonds ', '¼ cup rolled oats ', '1 tablespoon flaxseed meal ', '1 cup frozen blueberries ', '1 cup raspberry yogurt ', '¼ cup Concord grape juice ', '1 cup 1% buttermilk ']",https://www.allrecipes.com/recipe/214936/razzy-blue-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F427076.jpg
Kale Banana Smoothie,"['16 fluid ounces coconut water, chilled ', '1  banana ', '½  avocado, peeled and pitted ', '½ cup packed kale ', '⅛  lemon, juiced ', '1 pinch cayenne pepper ']",https://www.allrecipes.com/recipe/237136/kale-banana-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1914374.jpg
Lela's Protein Mango Smoothie,"['½  mango, chopped, or more to taste ', '½ cup low-fat vanilla yogurt ', '½ cup almond milk ', '½ cup ice ', '1 scoop vanilla whey protein powder ', '1 teaspoon honey, or to taste  (Optional)']",https://www.allrecipes.com/recipe/238647/lelas-protein-mango-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2384098.jpg
Almond Berry Smoothie,"['1 cup frozen blueberries ', '1  banana ', '½ cup almond milk ', '1 tablespoon almond butter ', '  water as needed ']",https://www.allrecipes.com/recipe/246613/almond-berry-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5550584.jpg
Chocolate Banana Peanut Butter Protein Shake,"['6 cubes  ice cubes ', '1 cup milk ', '1  banana ', '1 scoop chocolate-flavored protein powder ', '2 tablespoons peanut butter ', '1 tablespoon honey ', '1 teaspoon unsweetened cocoa powder, or more to taste ']",https://www.allrecipes.com/recipe/244959/chocolate-banana-peanut-butter-protein-shake/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3618581.jpg
Blueberry Smoothie,"['1 cup blueberries (frozen or fresh) ', '1 (8 ounce) container plain yogurt ', '¾ cup 2% reduced-fat milk ', '2 tablespoons white sugar ', '½ teaspoon vanilla extract ', '⅛ teaspoon ground nutmeg ']",https://www.allrecipes.com/recipe/215184/blueberry-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2500040.jpg
Peanut Butter Banana Smoothie,"['2  bananas, broken into chunks ', '2 cups milk ', '½ cup peanut butter ', '2 tablespoons honey, or to taste ', '2 cups ice cubes ']",https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1011848.jpg
Pineapple Cleanser Smoothie,"['1 cup coconut water, or to taste ', '1 cup chopped fresh pineapple ', '1 stalk celery ', '½  cucumber, peeled ', '⅓ bunch fresh parsley ', '½  lemon, peeled ', '1 (1 inch) piece fresh ginger root ']",https://www.allrecipes.com/recipe/236413/pineapple-cleanser-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1110076.jpg
Peanut Butter Banana Smoothie,"['2  bananas, broken into chunks ', '2 cups milk ', '½ cup peanut butter ', '2 tablespoons honey, or to taste ', '2 cups ice cubes ']",https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1011848.jpg
B and L's Strawberry Smoothie,"['8  strawberries, hulled ', '½ cup skim milk ', '½ cup plain yogurt ', '3 tablespoons white sugar ', '2 teaspoons vanilla extract ', '6 cubes  ice, crushed ']",https://www.allrecipes.com/recipe/20792/b-and-ls-strawberry-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F416503.jpg
Basic Fruit Smoothie,"['1 quart strawberries, hulled ', '1  banana, broken into chunks ', '2  peaches ', '1 cup orange-peach-mango juice ', '2 cups ice ']",https://www.allrecipes.com/recipe/23553/basic-fruit-smoothie/,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3912504.jpg
